Brand,Price,log_price,Mileage,log_mileage,EngineV,Year
Toyota," ₹ 12,500.00 ",4.10,110,2.041392685,2.4,2007
Toyota," ₹ 25,250.00 ",4.40,112,2.049218023,4.5,2007
Mitsubishi," ₹ 8,100.00 ",3.91,112,2.049218023,2.4,2007
Mitsubishi," ₹ 8,100.00 ",3.91,113,2.053078443,2,2007
Mitsubishi," ₹ 6,999.00 ",3.85,113,2.053078443,1.5,2007
Mercedes-Benz," ₹ 21,300.00 ",4.33,114,2.056904851,4.7,2007
Toyota," ₹ 25,000.00 ",4.40,115,2.06069784,5.7,2007
Toyota," ₹ 14,474.00 ",4.16,115,2.06069784,2,2007
Toyota," ₹ 8,000.00 ",3.90,115,2.06069784,1.6,2007
Audi," ₹ 19,999.00 ",4.30,117,2.068185862,4.2,2007
Volkswagen," ₹ 7,300.00 ",3.86,117,2.068185862,1.4,2007
Volkswagen," ₹ 11,500.00 ",4.06,118,2.071882007,2,2007
Mitsubishi," ₹ 6,900.00 ",3.84,118,2.071882007,1.6,2007
Audi," ₹ 23,500.00 ",4.37,119,2.075546961,4.2,2007
Volkswagen," ₹ 11,500.00 ",4.06,119,2.075546961,2,2007
Toyota," ₹ 23,400.00 ",4.37,120,2.079181246,4,2007
Mitsubishi," ₹ 12,500.00 ",4.10,120,2.079181246,2.5,2007
Volkswagen," ₹ 10,600.00 ",4.03,120,2.079181246,2,2007
Volkswagen," ₹ 8,999.00 ",3.95,120,2.079181246,1.9,2007
BMW," ₹ 12,900.00 ",4.11,121,2.08278537,2,2007
BMW," ₹ 13,700.00 ",4.14,122,2.086359831,2,2007
Renault," ₹ 6,200.00 ",3.79,122,2.086359831,1.5,2007
Toyota," ₹ 12,800.00 ",4.11,123,2.089905111,3.5,2007
BMW," ₹ 21,700.00 ",4.34,125,2.096910013,3,2007
Toyota," ₹ 14,250.00 ",4.15,127,2.103803721,3.5,2007
Volkswagen," ₹ 9,200.00 ",3.96,127,2.103803721,1.6,2007
Volkswagen," ₹ 7,600.00 ",3.88,127,2.103803721,1.4,2007
Volkswagen," ₹ 7,200.00 ",3.86,127,2.103803721,1.39,2007
Toyota," ₹ 22,700.00 ",4.36,128,2.10720997,4,2007
Toyota," ₹ 25,200.00 ",4.40,128,2.10720997,4,2007
Volkswagen," ₹ 12,500.00 ",4.10,128,2.10720997,2,2007
Mitsubishi," ₹ 11,900.00 ",4.08,129,2.11058971,2.5,2007
Toyota," ₹ 11,990.00 ",4.08,129,2.11058971,2.4,2007
Mercedes-Benz," ₹ 25,000.00 ",4.40,130,2.113943352,5.5,2007
Volkswagen," ₹ 17,900.00 ",4.25,130,2.113943352,3.6,2007
Mitsubishi," ₹ 12,000.00 ",4.08,130,2.113943352,3,2007
Mercedes-Benz," ₹ 17,500.00 ",4.24,130,2.113943352,3,2007
BMW," ₹ 25,500.00 ",4.41,130,2.113943352,3,2007
BMW," ₹ 12,700.00 ",4.10,130,2.113943352,2,2007
Mercedes-Benz," ₹ 12,900.00 ",4.11,130,2.113943352,2,2007
Toyota," ₹ 14,700.00 ",4.17,131,2.117271296,3.5,2007
Toyota," ₹ 11,700.00 ",4.07,131,2.117271296,2.4,2007
Audi," ₹ 11,900.00 ",4.08,131,2.117271296,2,2007
Toyota," ₹ 8,700.00 ",3.94,131,2.117271296,1.6,2007
Volkswagen," ₹ 9,600.00 ",3.98,132,2.120573931,1.6,2007
Toyota," ₹ 17,900.00 ",4.25,133,2.123851641,2.7,2007
Volkswagen," ₹ 16,900.00 ",4.23,133,2.123851641,2.5,2007
Mitsubishi," ₹ 6,500.00 ",3.81,133,2.123851641,1.6,2007
Toyota," ₹ 12,900.00 ",4.11,134,2.127104798,2.4,2007
Toyota," ₹ 21,200.00 ",4.33,135,2.130333768,4,2007
Toyota," ₹ 12,400.00 ",4.09,135,2.130333768,3.5,2007
Mercedes-Benz," ₹ 21,000.00 ",4.32,135,2.130333768,3.5,2007
Mitsubishi," ₹ 7,700.00 ",3.89,135,2.130333768,2,2007
Toyota," ₹ 21,500.00 ",4.33,135,2.130333768,2,2007
Toyota," ₹ 12,700.00 ",4.10,136,2.133538908,3.5,2007
Audi," ₹ 16,500.00 ",4.22,136,2.133538908,3.2,2007
Toyota," ₹ 8,300.00 ",3.92,136,2.133538908,1.6,2007
BMW," ₹ 22,000.00 ",4.34,138,2.139879086,4.8,2007
Toyota," ₹ 12,500.00 ",4.10,138,2.139879086,3.5,2007
Mercedes-Benz," ₹ 14,500.00 ",4.16,138,2.139879086,2,2007
Mercedes-Benz," ₹ 22,700.00 ",4.36,140,2.146128036,5,2007
Audi," ₹ 16,999.00 ",4.23,140,2.146128036,4.2,2007
Mitsubishi," ₹ 17,900.00 ",4.25,140,2.146128036,3.8,2007
Toyota," ₹ 12,500.00 ",4.10,140,2.146128036,3.5,2007
Mitsubishi," ₹ 11,960.00 ",4.08,140,2.146128036,2.5,2007
Mitsubishi," ₹ 9,500.00 ",3.98,140,2.146128036,2.4,2007
Mitsubishi," ₹ 12,200.00 ",4.09,140,2.146128036,2.4,2007
Mitsubishi," ₹ 12,999.00 ",4.11,140,2.146128036,2.4,2007
Toyota," ₹ 13,300.00 ",4.12,140,2.146128036,2.4,2007
Toyota," ₹ 15,500.00 ",4.19,140,2.146128036,2.4,2007
Volkswagen," ₹ 10,600.00 ",4.03,140,2.146128036,2,2007
Mercedes-Benz," ₹ 12,700.00 ",4.10,140,2.146128036,1.7,2007
Mitsubishi," ₹ 7,500.00 ",3.88,140,2.146128036,1.5,2007
Toyota," ₹ 10,100.00 ",4.00,142,2.152288344,2.4,2007
Mercedes-Benz," ₹ 18,700.00 ",4.27,142,2.152288344,2.2,2007
Volkswagen," ₹ 12,900.00 ",4.11,142,2.152288344,2,2007
Renault," ₹ 4,200.00 ",3.62,142,2.152288344,1.9,2007
Mercedes-Benz," ₹ 18,500.00 ",4.27,143,2.155336037,5.5,2007
Mercedes-Benz," ₹ 21,300.00 ",4.33,143,2.155336037,3.2,2007
Mitsubishi," ₹ 7,900.00 ",3.90,143,2.155336037,2,2007
Mitsubishi," ₹ 8,700.00 ",3.94,143,2.155336037,2,2007
Renault," ₹ 5,800.00 ",3.76,143,2.155336037,1.5,2007
Toyota," ₹ 13,500.00 ",4.13,144,2.158362492,3.5,2007
Volkswagen," ₹ 12,400.00 ",4.09,145,2.161368002,3.2,2007
Volkswagen," ₹ 17,900.00 ",4.25,145,2.161368002,3,2007
Toyota," ₹ 11,700.00 ",4.07,145,2.161368002,2.4,2007
Mitsubishi," ₹ 8,000.00 ",3.90,145,2.161368002,2,2007
Audi," ₹ 12,500.00 ",4.10,146,2.164352856,1.8,2007
Mitsubishi," ₹ 8,400.00 ",3.92,147,2.167317335,2,2007
Volkswagen," ₹ 10,700.00 ",4.03,147,2.167317335,2,2007
Volkswagen," ₹ 17,300.00 ",4.24,148,2.170261715,3,2007
BMW," ₹ 25,500.00 ",4.41,148,2.170261715,3,2007
Audi," ₹ 23,333.00 ",4.37,150,2.176091259,4.2,2007
Audi," ₹ 27,300.00 ",4.44,150,2.176091259,4.2,2007
Mitsubishi," ₹ 8,700.00 ",3.94,150,2.176091259,2.4,2007
Toyota," ₹ 12,500.00 ",4.10,150,2.176091259,2.4,2007
Renault," ₹ 4,900.00 ",3.69,150,2.176091259,2,2007
Mitsubishi," ₹ 9,500.00 ",3.98,150,2.176091259,2,2007
Audi," ₹ 29,800.00 ",4.47,151,2.178976947,3,2007
Toyota," ₹ 9,100.00 ",3.96,151,2.178976947,1.6,2007
Mercedes-Benz," ₹ 27,500.00 ",4.44,152,2.181843588,6.3,2007
Audi," ₹ 22,000.00 ",4.34,152,2.181843588,4.2,2007
Toyota," ₹ 15,400.00 ",4.19,152,2.181843588,3.5,2007
Mitsubishi," ₹ 6,500.00 ",3.81,152,2.181843588,1.6,2007
Renault," ₹ 6,800.00 ",3.83,152,2.181843588,1.6,2007
Toyota," ₹ 24,999.00 ",4.40,153,2.184691431,4,2007
Volkswagen," ₹ 10,200.00 ",4.01,153,2.184691431,2.5,2007
Mercedes-Benz," ₹ 9,999.00 ",4.00,154,2.187520721,2.2,2007
Mitsubishi," ₹ 14,200.00 ",4.15,155,2.190331698,3,2007
Mercedes-Benz," ₹ 18,300.00 ",4.26,155,2.190331698,3,2007
Renault," ₹ 7,550.00 ",3.88,155,2.190331698,2,2007
Mitsubishi," ₹ 6,700.00 ",3.83,155,2.190331698,1.6,2007
Toyota," ₹ 26,200.00 ",4.42,156,2.193124598,4,2007
Volkswagen," ₹ 9,900.00 ",4.00,156,2.193124598,1.6,2007
Toyota," ₹ 16,999.00 ",4.23,157,2.195899652,2.7,2007
Toyota," ₹ 12,300.00 ",4.09,157,2.195899652,2.4,2007
BMW," ₹ 13,300.00 ",4.12,157,2.195899652,2,2007
BMW," ₹ 26,900.00 ",4.43,158,2.198657087,5,2007
Volkswagen," ₹ 17,000.00 ",4.23,158,2.198657087,2.5,2007
Mitsubishi," ₹ 7,000.00 ",3.85,158,2.198657087,1.6,2007
Volkswagen," ₹ 7,200.00 ",3.86,159,2.201397124,1.6,2007
Renault," ₹ 5,800.00 ",3.76,159,2.201397124,1.5,2007
Toyota," ₹ 12,999.00 ",4.11,160,2.204119983,3.5,2007
Mitsubishi," ₹ 18,000.00 ",4.26,160,2.204119983,3.2,2007
Mercedes-Benz," ₹ 12,700.00 ",4.10,160,2.204119983,3,2007
Mercedes-Benz," ₹ 24,800.00 ",4.39,160,2.204119983,3,2007
Mitsubishi," ₹ 6,999.00 ",3.85,160,2.204119983,2,2007
Renault," ₹ 7,299.00 ",3.86,160,2.204119983,2,2007
Mitsubishi," ₹ 8,200.00 ",3.91,160,2.204119983,2,2007
Toyota," ₹ 13,699.00 ",4.14,160,2.204119983,2,2007
Mercedes-Benz," ₹ 26,800.00 ",4.43,162,2.209515015,5.5,2007
BMW," ₹ 23,900.00 ",4.38,162,2.209515015,4.8,2007
Toyota," ₹ 12,450.00 ",4.10,162,2.209515015,3.5,2007
Renault," ₹ 6,000.00 ",3.78,162,2.209515015,1.4,2007
Mercedes-Benz," ₹ 24,500.00 ",4.39,163,2.212187604,5.5,2007
Mitsubishi," ₹ 10,800.00 ",4.03,165,2.217483944,3,2007
Mitsubishi," ₹ 17,700.00 ",4.25,165,2.217483944,3,2007
Mercedes-Benz," ₹ 22,600.00 ",4.35,165,2.217483944,3,2007
Toyota," ₹ 8,800.00 ",3.94,165,2.217483944,1.8,2007
Volkswagen," ₹ 17,900.00 ",4.25,167,2.222716471,3,2007
BMW," ₹ 24,500.00 ",4.39,170,2.230448921,4.8,2007
Mercedes-Benz," ₹ 15,200.00 ",4.18,170,2.230448921,2.8,2007
Mitsubishi," ₹ 5,900.00 ",3.77,170,2.230448921,1.6,2007
Audi," ₹ 19,700.00 ",4.29,172,2.235528447,3.6,2007
Mercedes-Benz," ₹ 19,200.00 ",4.28,173,2.238046103,5,2007
Volkswagen," ₹ 9,555.00 ",3.98,174,2.240549248,2,2007
Audi," ₹ 19,500.00 ",4.29,175,2.243038049,3.6,2007
Toyota," ₹ 12,500.00 ",4.10,175,2.243038049,2.4,2007
Renault," ₹ 9,600.00 ",3.98,175,2.243038049,2,2007
Mitsubishi," ₹ 6,150.00 ",3.79,175,2.243038049,1.6,2007
Audi," ₹ 15,499.00 ",4.19,177,2.247973266,2,2007
Renault," ₹ 8,300.00 ",3.92,177,2.247973266,1.5,2007
Volkswagen," ₹ 9,900.00 ",4.00,178,2.250420002,2.5,2007
Volkswagen," ₹ 13,000.00 ",4.11,178,2.250420002,2.5,2007
Toyota," ₹ 9,800.00 ",3.99,178,2.250420002,1.8,2007
Mitsubishi," ₹ 7,200.00 ",3.86,178,2.250420002,1.6,2007
BMW," ₹ 22,500.00 ",4.35,179,2.252853031,3,2007
Volkswagen," ₹ 18,200.00 ",4.26,179,2.252853031,2.5,2007
BMW," ₹ 15,400.00 ",4.19,179,2.252853031,2,2007
Audi," ₹ 23,000.00 ",4.36,180,2.255272505,3.6,2007
Toyota," ₹ 10,500.00 ",4.02,180,2.255272505,3.5,2007
BMW," ₹ 17,300.00 ",4.24,180,2.255272505,3,2007
Volkswagen," ₹ 17,800.00 ",4.25,180,2.255272505,3,2007
Toyota," ₹ 14,500.00 ",4.16,180,2.255272505,2.5,2007
Mercedes-Benz," ₹ 14,200.00 ",4.15,180,2.255272505,2.2,2007
Audi," ₹ 15,500.00 ",4.19,180,2.255272505,2,2007
Renault," ₹ 5,700.00 ",3.76,180,2.255272505,1.5,2007
Renault," ₹ 7,400.00 ",3.87,181,2.257678575,2,2007
Audi," ₹ 21,900.00 ",4.34,183,2.26245109,4.2,2007
Audi," ₹ 14,900.00 ",4.17,183,2.26245109,3.6,2007
Volkswagen," ₹ 8,500.00 ",3.93,184,2.264817823,2,2007
Toyota," ₹ 10,200.00 ",4.01,185,2.267171728,1.8,2007
Volkswagen," ₹ 8,900.00 ",3.95,185,2.267171728,1.6,2007
BMW," ₹ 21,000.00 ",4.32,186,2.269512944,3,2007
Mercedes-Benz," ₹ 23,900.00 ",4.38,187,2.271841607,5.5,2007
BMW," ₹ 16,400.00 ",4.21,187,2.271841607,4.8,2007
BMW," ₹ 25,500.00 ",4.41,187,2.271841607,4.8,2007
Toyota," ₹ 11,800.00 ",4.07,189,2.276461804,2.4,2007
Mercedes-Benz," ₹ 21,300.00 ",4.33,190,2.278753601,6.3,2007
Audi," ₹ 9,999.00 ",4.00,190,2.278753601,3,2007
Mercedes-Benz," ₹ 17,900.00 ",4.25,190,2.278753601,3,2007
Mercedes-Benz," ₹ 16,500.00 ",4.22,190,2.278753601,2.2,2007
Mitsubishi," ₹ 6,900.00 ",3.84,190,2.278753601,1.6,2007
Mercedes-Benz," ₹ 10,900.00 ",4.04,191,2.281033367,2.2,2007
Mercedes-Benz," ₹ 10,999.00 ",4.04,191,2.281033367,2.2,2007
Toyota," ₹ 27,000.00 ",4.43,192,2.283301229,3,2007
Volkswagen," ₹ 17,900.00 ",4.25,192,2.283301229,2.5,2007
Toyota," ₹ 8,450.00 ",3.93,193,2.285557309,1.6,2007
BMW," ₹ 23,999.00 ",4.38,194,2.28780173,3,2007
BMW," ₹ 24,500.00 ",4.39,195,2.290034611,4.8,2007
Volkswagen," ₹ 10,700.00 ",4.03,195,2.290034611,3.2,2007
Mercedes-Benz," ₹ 15,200.00 ",4.18,195,2.290034611,3,2007
Mitsubishi," ₹ 7,500.00 ",3.88,195,2.290034611,1.6,2007
Audi," ₹ 18,800.00 ",4.27,197,2.294466226,4.2,2007
Volkswagen," ₹ 8,100.00 ",3.91,198,2.29666519,1.6,2007
BMW," ₹ 21,600.00 ",4.33,200,2.301029996,4.8,2007
Volkswagen," ₹ 14,999.00 ",4.18,200,2.301029996,4.2,2007
Toyota," ₹ 25,500.00 ",4.41,200,2.301029996,4,2007
Mercedes-Benz," ₹ 25,500.00 ",4.41,200,2.301029996,4,2007
Mitsubishi," ₹ 9,900.00 ",4.00,200,2.301029996,2.5,2007
Volkswagen," ₹ 9,250.00 ",3.97,200,2.301029996,2,2007
Volkswagen," ₹ 11,800.00 ",4.07,200,2.301029996,1.9,2007
Renault," ₹ 7,300.00 ",3.86,200,2.301029996,1.5,2007
Renault," ₹ 7,400.00 ",3.87,200,2.301029996,1.5,2007
Renault," ₹ 7,700.00 ",3.89,200,2.301029996,1.5,2007
Renault," ₹ 5,000.00 ",3.70,200,2.301029996,1.4,2007
Volkswagen," ₹ 9,700.00 ",3.99,201,2.303196057,2,2007
Volkswagen," ₹ 10,900.00 ",4.04,204,2.309630167,2,2007
Audi," ₹ 23,800.00 ",4.38,205,2.311753861,4.2,2007
Renault," ₹ 6,250.00 ",3.80,205,2.311753861,1.6,2007
Volkswagen," ₹ 12,500.00 ",4.10,207,2.315970345,1.9,2007
Mitsubishi," ₹ 8,000.00 ",3.90,207,2.315970345,1.6,2007
Mercedes-Benz," ₹ 21,000.00 ",4.32,208,2.318063335,3.5,2007
Mercedes-Benz," ₹ 28,500.00 ",4.45,210,2.322219295,3.2,2007
Mitsubishi," ₹ 8,200.00 ",3.91,210,2.322219295,2.4,2007
Toyota," ₹ 23,000.00 ",4.36,211,2.324282455,4,2007
Mercedes-Benz," ₹ 11,700.00 ",4.07,211,2.324282455,2.2,2007
Volkswagen," ₹ 9,000.00 ",3.95,212,2.326335861,2,2007
BMW," ₹ 16,999.00 ",4.23,213,2.328379603,3,2007
Volkswagen," ₹ 7,777.00 ",3.89,214,2.330413773,2,2007
Mercedes-Benz," ₹ 11,999.00 ",4.08,215,2.33243846,2.2,2007
Volkswagen," ₹ 10,300.00 ",4.01,215,2.33243846,1.9,2007
Mercedes-Benz," ₹ 15,900.00 ",4.20,216,2.334453751,5,2007
BMW," ₹ 22,700.00 ",4.36,216,2.334453751,4.8,2007
Mercedes-Benz," ₹ 13,900.00 ",4.14,216,2.334453751,2.2,2007
Audi," ₹ 12,800.00 ",4.11,217,2.336459734,1.8,2007
BMW," ₹ 19,900.00 ",4.30,218,2.338456494,3,2007
Mercedes-Benz," ₹ 12,000.00 ",4.08,218,2.338456494,2.2,2007
Mercedes-Benz," ₹ 15,900.00 ",4.20,219,2.340444115,3,2007
Renault," ₹ 6,800.00 ",3.83,219,2.340444115,1.6,2007
Renault," ₹ 6,700.00 ",3.83,220,2.342422681,2,2007
Renault," ₹ 9,150.00 ",3.96,220,2.342422681,2,2007
Renault," ₹ 10,000.00 ",4.00,220,2.342422681,2,2007
Mercedes-Benz," ₹ 13,800.00 ",4.14,222,2.346352974,3,2007
Volkswagen," ₹ 9,000.00 ",3.95,223,2.348304863,2.5,2007
Volkswagen," ₹ 6,650.00 ",3.82,223,2.348304863,1.9,2007
Mercedes-Benz," ₹ 22,000.00 ",4.34,225,2.352182518,3.5,2007
Mercedes-Benz," ₹ 17,990.00 ",4.26,230,2.361727836,3,2007
Volkswagen," ₹ 15,000.00 ",4.18,230,2.361727836,2.5,2007
Renault," ₹ 4,600.00 ",3.66,230,2.361727836,1.5,2007
Mercedes-Benz," ₹ 13,899.00 ",4.14,232,2.365487985,3,2007
Mercedes-Benz," ₹ 18,900.00 ",4.28,232,2.365487985,3,2007
Mitsubishi," ₹ 11,999.00 ",4.08,235,2.371067862,3,2007
BMW," ₹ 23,900.00 ",4.38,235,2.371067862,3,2007
Mercedes-Benz," ₹ 20,500.00 ",4.31,235,2.371067862,2.2,2007
Volkswagen," ₹ 10,300.00 ",4.01,235,2.371067862,2,2007
Audi," ₹ 23,000.00 ",4.36,240,2.380211242,4.2,2007
Toyota," ₹ 17,835.00 ",4.25,240,2.380211242,2.7,2007
Volkswagen," ₹ 10,900.00 ",4.04,240,2.380211242,2.5,2007
Renault," ₹ 7,400.00 ",3.87,242,2.383815366,1.5,2007
Audi," ₹ 23,500.00 ",4.37,245,2.389166084,3,2007
BMW," ₹ 18,000.00 ",4.26,245,2.389166084,2.5,2007
Mercedes-Benz," ₹ 14,200.00 ",4.15,245,2.389166084,2.2,2007
BMW," ₹ 8,100.00 ",3.91,245,2.389166084,2,2007
Volkswagen," ₹ 11,990.00 ",4.08,245,2.389166084,2,2007
Volkswagen," ₹ 12,400.00 ",4.09,248,2.394451681,2.5,2007
Volkswagen," ₹ 9,200.00 ",3.96,248,2.394451681,1.9,2007
Mercedes-Benz," ₹ 20,900.00 ",4.32,250,2.397940009,3.2,2007
Volkswagen," ₹ 11,300.00 ",4.05,250,2.397940009,2.5,2007
Mitsubishi," ₹ 8,400.00 ",3.92,250,2.397940009,2,2007
Renault," ₹ 4,999.00 ",3.70,252,2.401400541,1.5,2007
Mercedes-Benz," ₹ 13,500.00 ",4.13,259,2.413299764,3,2007
BMW," ₹ 21,700.00 ",4.34,259,2.413299764,3,2007
Toyota," ₹ 11,300.00 ",4.05,260,2.414973348,3.5,2007
Volkswagen," ₹ 4,900.00 ",3.69,263,2.419955748,2,2007
Volkswagen," ₹ 8,200.00 ",3.91,265,2.423245874,2.5,2007
Renault," ₹ 10,700.00 ",4.03,265,2.423245874,2,2007
Mercedes-Benz," ₹ 16,800.00 ",4.23,266,2.424881637,3,2007
Mercedes-Benz," ₹ 15,500.00 ",4.19,270,2.431363764,3.2,2007
Volkswagen," ₹ 10,500.00 ",4.02,270,2.431363764,2.5,2007
Renault," ₹ 9,400.00 ",3.97,270,2.431363764,2,2007
BMW," ₹ 8,900.00 ",3.95,274,2.437750563,2,2007
Mercedes-Benz," ₹ 11,900.00 ",4.08,277,2.442479769,2.2,2007
BMW," ₹ 10,600.00 ",4.03,285,2.45484486,2,2007
Mercedes-Benz," ₹ 13,500.00 ",4.13,290,2.462397998,2.2,2007
Volkswagen," ₹ 8,000.00 ",3.90,300,2.477121255,2.5,2007
Volkswagen," ₹ 9,900.00 ",4.00,300,2.477121255,2.5,2007
Mercedes-Benz," ₹ 11,000.00 ",4.04,300,2.477121255,2.2,2007
Mercedes-Benz," ₹ 12,250.00 ",4.09,300,2.477121255,2.2,2007
Mercedes-Benz," ₹ 11,500.00 ",4.06,307,2.487138375,2.2,2007
Volkswagen," ₹ 9,999.00 ",4.00,310,2.491361694,2.5,2007
Mercedes-Benz," ₹ 17,977.00 ",4.25,322,2.507855872,3,2007
Mercedes-Benz," ₹ 7,700.00 ",3.89,390,2.591064607,3,2007
Mercedes-Benz," ₹ 18,500.00 ",4.27,1,0,3.5,2006
Mercedes-Benz," ₹ 11,299.00 ",4.05,1,0,2.2,2006
BMW," ₹ 3,500.00 ",3.54,1,0,2,2006
Renault," ₹ 2,650.00 ",3.42,1,0,1,2006
Mercedes-Benz," ₹ 9,600.00 ",3.98,30,1.477121255,2.2,2006
Renault," ₹ 3,500.00 ",3.54,30,1.477121255,1.4,2006
Mitsubishi," ₹ 11,500.00 ",4.06,72,1.857332496,2.4,2006
Mitsubishi," ₹ 30,500.00 ",4.48,72,1.857332496,2,2006
Mitsubishi," ₹ 9,000.00 ",3.95,78,1.892094603,2.4,2006
Toyota," ₹ 8,200.00 ",3.91,82,1.913813852,1.3,2006
Toyota," ₹ 6,900.00 ",3.84,92,1.963787827,1.3,2006
Toyota," ₹ 7,500.00 ",3.88,98,1.991226076,1.3,2006
Renault," ₹ 4,800.00 ",3.68,100,2,1.4,2006
Mercedes-Benz," ₹ 18,700.00 ",4.27,105,2.021189299,5.5,2006
Mercedes-Benz," ₹ 13,400.00 ",4.13,105,2.021189299,1.8,2006
Toyota," ₹ 20,800.00 ",4.32,107,2.029383778,4,2006
Mitsubishi," ₹ 5,999.00 ",3.78,108,2.033423755,1.3,2006
Toyota," ₹ 21,900.00 ",4.34,110,2.041392685,4,2006
Mitsubishi," ₹ 9,200.00 ",3.96,110,2.041392685,2.4,2006
Volkswagen," ₹ 9,850.00 ",3.99,110,2.041392685,2,2006
Renault," ₹ 5,600.00 ",3.75,112,2.049218023,1.5,2006
Renault," ₹ 4,999.00 ",3.70,114,2.056904851,1.4,2006
Volkswagen," ₹ 18,000.00 ",4.26,117,2.068185862,2.5,2006
Mitsubishi," ₹ 6,000.00 ",3.78,118,2.071882007,1.3,2006
Toyota," ₹ 17,777.00 ",4.25,120,2.079181246,2.7,2006
Mitsubishi," ₹ 9,700.00 ",3.99,120,2.079181246,2.4,2006
Audi," ₹ 10,200.00 ",4.01,120,2.079181246,2,2006
Toyota," ₹ 14,900.00 ",4.17,124,2.093421685,4,2006
BMW," ₹ 17,500.00 ",4.24,125,2.096910013,3,2006
Mitsubishi," ₹ 6,300.00 ",3.80,126,2.100370545,1.6,2006
Renault," ₹ 7,100.00 ",3.85,127,2.103803721,2,2006
Mitsubishi," ₹ 6,400.00 ",3.81,127,2.103803721,1.6,2006
Volkswagen," ₹ 10,200.00 ",4.01,129,2.11058971,2,2006
BMW," ₹ 21,000.00 ",4.32,130,2.113943352,2.5,2006
Mitsubishi," ₹ 10,500.00 ",4.02,130,2.113943352,2.4,2006
Audi," ₹ 12,200.00 ",4.09,130,2.113943352,2.4,2006
Toyota," ₹ 9,900.00 ",4.00,130,2.113943352,2.3,2006
Toyota," ₹ 13,500.00 ",4.13,131,2.117271296,2.4,2006
Mitsubishi," ₹ 11,100.00 ",4.05,132,2.120573931,2.4,2006
Volkswagen," ₹ 7,500.00 ",3.88,132,2.120573931,1.4,2006
Toyota," ₹ 12,300.00 ",4.09,135,2.130333768,2.4,2006
Toyota," ₹ 20,000.00 ",4.30,135,2.130333768,2.4,2006
Mitsubishi," ₹ 7,300.00 ",3.86,137,2.136720567,1.6,2006
Volkswagen," ₹ 13,000.00 ",4.11,140,2.146128036,2,2006
Renault," ₹ 7,999.00 ",3.90,141,2.149219113,1.5,2006
Mitsubishi," ₹ 11,500.00 ",4.06,142,2.152288344,2.4,2006
Volkswagen," ₹ 7,300.00 ",3.86,142,2.152288344,2,2006
Toyota," ₹ 18,200.00 ",4.26,146,2.164352856,2.7,2006
Toyota," ₹ 14,500.00 ",4.16,147,2.167317335,2.4,2006
Volkswagen," ₹ 8,300.00 ",3.92,147,2.167317335,1.6,2006
Volkswagen," ₹ 9,300.00 ",3.97,148,2.170261715,2,2006
Toyota," ₹ 13,000.00 ",4.11,149,2.173186268,2,2006
Renault," ₹ 10,700.00 ",4.03,150,2.176091259,1.9,2006
Renault," ₹ 5,600.00 ",3.75,151,2.178976947,1.5,2006
Mercedes-Benz," ₹ 40,000.00 ",4.60,152,2.181843588,5,2006
Toyota," ₹ 24,000.00 ",4.38,152,2.181843588,4,2006
Mitsubishi," ₹ 6,200.00 ",3.79,152,2.181843588,1.6,2006
Toyota," ₹ 18,999.00 ",4.28,153,2.184691431,2.7,2006
Renault," ₹ 5,500.00 ",3.74,153,2.184691431,1.6,2006
BMW," ₹ 16,800.00 ",4.23,154,2.187520721,3,2006
Mercedes-Benz," ₹ 10,200.00 ",4.01,154,2.187520721,2.5,2006
Mitsubishi," ₹ 9,300.00 ",3.97,156,2.193124598,2.4,2006
Renault," ₹ 5,100.00 ",3.71,156,2.193124598,1.5,2006
Mercedes-Benz," ₹ 19,500.00 ",4.29,157,2.195899652,3.5,2006
Audi," ₹ 13,000.00 ",4.11,157,2.195899652,3,2006
Volkswagen," ₹ 7,700.00 ",3.89,157,2.195899652,1.9,2006
Mercedes-Benz," ₹ 16,555.00 ",4.22,159,2.201397124,3.5,2006
Toyota," ₹ 13,800.00 ",4.14,160,2.204119983,3.5,2006
Volkswagen," ₹ 12,500.00 ",4.10,160,2.204119983,2.5,2006
Volkswagen," ₹ 4,700.00 ",3.67,160,2.204119983,2,2006
Renault," ₹ 7,500.00 ",3.88,160,2.204119983,2,2006
Volkswagen," ₹ 4,100.00 ",3.61,160,2.204119983,1.8,2006
Volkswagen," ₹ 8,900.00 ",3.95,160,2.204119983,1.6,2006
Toyota," ₹ 5,750.00 ",3.76,160,2.204119983,1,2006
Volkswagen," ₹ 12,500.00 ",4.10,161,2.206825876,2,2006
Mitsubishi," ₹ 6,700.00 ",3.83,161,2.206825876,1.6,2006
Renault," ₹ 7,300.00 ",3.86,162,2.209515015,1.5,2006
BMW," ₹ 14,000.00 ",4.15,164,2.214843848,3,2006
Audi," ₹ 12,500.00 ",4.10,165,2.217483944,2.4,2006
Toyota," ₹ 7,899.00 ",3.90,165,2.217483944,1.8,2006
Mitsubishi," ₹ 5,500.00 ",3.74,165,2.217483944,1.6,2006
Audi," ₹ 9,800.00 ",3.99,165,2.217483944,1.6,2006
Volkswagen," ₹ 15,500.00 ",4.19,167,2.222716471,3.2,2006
Volkswagen," ₹ 7,900.00 ",3.90,168,2.225309282,1.9,2006
Toyota," ₹ 21,800.00 ",4.34,170,2.230448921,4,2006
BMW," ₹ 24,500.00 ",4.39,170,2.230448921,3,2006
Volkswagen," ₹ 13,900.00 ",4.14,170,2.230448921,1.9,2006
